rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,16-Jul-18,Black  Plus,The setup of this device was simple and effective.  I am very pleased to see all of the additional skills and add on abilities of Alexa.  This is great for my mobility issues.  I now have the ability to have my shopping and comfort needs met without depending on friends and family.,1,the setup of this device was simple and effective  i am very pleased to see all of the additional skills and add on abilities of alexa  this is great for my mobility issues  i now have the ability to have my shopping and comfort needs met without depending on friends and family,0.9279,Positive,1
5,16-Jul-18,Black  Plus,Perfect!!!,1,perfect,0.5719,Positive,1
5,15-Jul-18,White  Plus,We love it! Bought the light bulbs as well and we use it daily!,1,we love it bought the light bulbs as well and we use it daily,0.743,Positive,1
4,15-Jul-18,White  Plus,Alexa is great only she will laugh or add random comments in conversations. Last night I was asking a sibling why they are using Alexa upstairs versus the one downstairs. Then the echo dot downstairs starting singing “oh technology oh technology” kind of weird but it seems to have a mind of its own.,1,alexa is great only she will laugh or add random comments in conversations last night i was asking a sibling why they are using alexa upstairs versus the one downstairs then the echo dot downstairs starting singing oh technology oh technology kind of weird but it seems to have a mind of its own,0.5193,Positive,1
5,14-Jul-18,Black  Plus,"Love, Love, Love my Amazon Echo Plus!!❤️❤️",1,love love love my amazon echo plus,0.936,Positive,1
2,14-Jul-18,White  Plus,"The sound quality is not that good, especially for the price that you pay for this. I would recommend to get the Echo Dot and buy a better speaker instead. Maybe Sonos and use the Echo dot.",0,the sound quality is not that good especially for the price that you pay for this i would recommend to get the echo dot and buy a better speaker instead maybe sonos and use the echo dot,0.3806,Positive,1
4,14-Jul-18,Black  Plus,Alexa was able to call my phone when I couldn’t find it and also turned on and off the light when commanded.  Then I came home a day later and it wouldn’t turn on the light but would shut it off.  Then she said I had no devices; couldn’t find my phone.  Now working again.  We will see.  Love the selection of music!,1,alexa was able to call my phone when i couldnt find it and also turned on and off the light when commanded  then i came home a day later and it wouldnt turn on the light but would shut it off  then she said i had no devices couldnt find my phone  now working again  we will see  love the selection of music,0.6124,Positive,1
1,14-Jul-18,White  Plus,"I will be returning this piece of garbage as soon as possible. With my lifetime Amazon spending approaching nearly $40,000, I’m sure I’m just a small customer to them, but I’ve rarely been so disappointed out of hundreds if not thousands of Amazon purchases.I have 8+ echos for home automation and bought this Echo Plus specifically for the built-in hub along with approximately $600+ in zigbee light switches. The voice control is subpar even when it works, and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the Amazon/Zigbee ecosystem. If you value your money, and expect a working product then you need to look elsewhere",0,i will be returning this piece of garbage as soon as possible with my lifetime amazon spending approaching nearly  im sure im just a small customer to them but ive rarely been so disappointed out of hundreds if not thousands of amazon purchasesi have  echos for home automation and bought this echo plus specifically for the builtin hub along with approximately  in zigbee light switches the voice control is subpar even when it works and that is a rarity most often it does nothing i could not be more disappointed with this product and strongly discourage you from investing in the amazonzigbee ecosystem if you value your money and expect a working product then you need to look elsewhere,-0.1425,Negative,0
3,13-Jul-18,Black  Plus, ,1, ,0.0,Neutral,2
5,12-Jul-18,Black  Plus,"I love Alexa, she works great but she not for little children. She doesn't understand if you don't speak clearly. She fun to have",1,i love alexa she works great but she not for little children she doesnt understand if you dont speak clearly she fun to have,0.7726,Positive,1
5,12-Jul-18,White  Plus,Holy sound quality batman! This thing jams. It's insanely helpful and just a nice gadget to have around.,1,holy sound quality batman this thing jams its insanely helpful and just a nice gadget to have around,0.6808,Positive,1
5,11-Jul-18,White  Plus,Very easy to set up and use. Slowly adding devices to truly make our house a smart home. Both Alexa and I are learning what we can do.  With each new item I am happier that I made the purchase.  So far my only regret is I didn’t do it sooner.,1,very easy to set up and use slowly adding devices to truly make our house a smart home both alexa and i are learning what we can do  with each new item i am happier that i made the purchase  so far my only regret is i didnt do it sooner,0.8553,Positive,1
5,11-Jul-18,White  Plus,"Get this in white. I bought it for my girlfriend in white and I wish I had it in white now. Alexa is one of those devices you will always use and miss when it's not around. I find new uses for Alexa every day. I've Incorporated this device into so many parts of my daily life. As Alexa learns more I learn more. She's my alarm clock, she reminds me of important dates. I'm constantly asking her for information like travel, entertainment, science, history, politics Etc. She turns on and off lights, she's the core of my smart home.",1,get this in white i bought it for my girlfriend in white and i wish i had it in white now alexa is one of those devices you will always use and miss when its not around i find new uses for alexa every day ive incorporated this device into so many parts of my daily life as alexa learns more i learn more shes my alarm clock she reminds me of important dates im constantly asking her for information like travel entertainment science history politics etc she turns on and off lights shes the core of my smart home,0.804,Positive,1
5,11-Jul-18,Black  Plus,I love it best gift I got myself,1,i love it best gift i got myself,0.9062,Positive,1
5,10-Jul-18,Black  Plus,I love the sound very good. We use it for home automation also works well!!,1,i love the sound very good we use it for home automation also works well,0.8588,Positive,1
4,10-Jul-18,White  Plus,I really haven’t found any difference between this and the original version I bought. They both work great,1,i really havent found any difference between this and the original version i bought they both work great,0.7506,Positive,1
5,10-Jul-18,Black  Plus,Personal,1,personal,0.0,Neutral,2
5,10-Jul-18,Black  Plus,We are really enjoying the echo plus. It is fun too.,1,we are really enjoying the echo plus it is fun too,0.7902,Positive,1
5,10-Jul-18,Black  Plus,"Love Echo, everywhere I go in my house she's always reminding me, playing music or talking to me.  Love her.",1,love echo everywhere i go in my house shes always reminding me playing music or talking to me  love her,0.8807,Positive,1
5,9-Jul-18,White  Plus,Very good quality and you don’t have to yell or be close for it to work and understand you properly,1,very good quality and you dont have to yell or be close for it to work and understand you properly,0.4927,Positive,1
5,9-Jul-18,White  Plus,So  convenient ! I will never touch the remote again to shut off my tv!!,1,so  convenient  i will never touch the remote again to shut off my tv,0.0,Neutral,2
5,9-Jul-18,Black  Plus,We love everything,1,we love everything,0.6369,Positive,1
5,9-Jul-18,White  Plus,Easy setup very fun to use. Connects with all my smart home appliances,1,easy setup very fun to use connects with all my smart home appliances,0.8479,Positive,1
5,8-Jul-18,Black  Plus,Expensive but it is a slightly better sound than my Original Echo.,1,expensive but it is a slightly better sound than my original echo,0.7477,Positive,1
5,8-Jul-18,White  Plus,The sound of the speaker is better than the other Echo I own!,1,the sound of the speaker is better than the other echo i own,0.4404,Positive,1
5,7-Jul-18,Black  Plus,"I'm loving my easy access to all the music and books I listen to from Amazon music and audible.  The treble, mid and bass sound well-equalized.  I love that I can easily take it to any area of my house and plug it in.  It's nice and light weight, with a good length of cord.",1,im loving my easy access to all the music and books i listen to from amazon music and audible  the treble mid and bass sound wellequalized  i love that i can easily take it to any area of my house and plug it in  its nice and light weight with a good length of cord,0.9628,Positive,1
5,7-Jul-18,White  Plus,This is our first Alexa.... we love it!!,1,this is our first alexa we love it,0.6369,Positive,1
5,7-Jul-18,White  Plus,"So far using it for lights and music. Will connect my tv, vacuum and doorbell soon. Love it!!!!",1,so far using it for lights and music will connect my tv vacuum and doorbell soon love it,0.6369,Positive,1
5,6-Jul-18,Black  Plus,Enjoying it so much!!!,1,enjoying it so much,0.5267,Positive,1
5,6-Jul-18,Black  Plus,I like that it’s voice activated but it don’t link with any other Bluetooth devices only Alexa devices,1,i like that its voice activated but it dont link with any other bluetooth devices only alexa devices,0.1901,Positive,1
5,6-Jul-18,Black  Plus,It appears to be working fine my first Echo stopped replying to my requests and I received the Echo plus very happy no problems no hassel exchange.,1,it appears to be working fine my first echo stopped replying to my requests and i received the echo plus very happy no problems no hassel exchange,0.8216,Positive,1
3,6-Jul-18,Black  Plus,This is the best Amazon speaker with Alexa in it.  But if you’re thinking it’s a good smart hub you’re wrong. Are you can do is connect your smart lights and devices to it and tell Alexa to Turn them on and off. That’s it! You’re better off buying separate hubs so you have more control of your devices.,1,this is the best amazon speaker with alexa in it  but if youre thinking its a good smart hub youre wrong are you can do is connect your smart lights and devices to it and tell alexa to turn them on and off thats it youre better off buying separate hubs so you have more control of your devices,0.9274,Positive,1
5,5-Jul-18,Black  Plus,STILL TRYING TO LINK TO MY SON'S AND DAUGHTER'S IN THEIR ROOMS...,1,still trying to link to my sons and daughters in their rooms,0.0,Neutral,2
3,5-Jul-18,Black, ,1, ,0.0,Neutral,2
1,5-Jul-18,Black  Plus,Didn’t really work as smooth as they make it seem like.,0,didnt really work as smooth as they make it seem like,0.3612,Positive,1
5,5-Jul-18,Black  Plus,it does everything that it offers.,1,it does everything that it offers,0.0,Neutral,2
5,5-Jul-18,Black  Plus,LOVE!,1,love,0.6369,Positive,1
5,4-Jul-18,White  Plus,"Besides being fun, it also has many practical aspects--a real bonus for those with vision issues!",1,besides being fun it also has many practical aspectsa real bonus for those with vision issues,0.8316,Positive,1
5,4-Jul-18,Black  Plus,Works perfect,1,works perfect,0.5719,Positive,1
5,4-Jul-18,Black  Plus,Alexa us funny and enjoyable. Nice sound,1,alexa us funny and enjoyable nice sound,0.8225,Positive,1
5,4-Jul-18,Black  Plus,Echo Plus with built-in Hub - Black ...Amazon,1,echo plus with builtin hub  black amazon,0.1779,Positive,1
5,3-Jul-18,Black  Plus,Good product I like it . Thank you !,1,good product i like it  thank you ,0.7845,Positive,1
5,3-Jul-18,Black  Plus,It's louder than the dot and it's got a built in hub for all the other wireless controls in the house.,1,its louder than the dot and its got a built in hub for all the other wireless controls in the house,0.0,Neutral,2
5,3-Jul-18,Black  Plus,Easy set up,1,easy set up,0.4404,Positive,1
4,3-Jul-18,White  Plus,"Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.",1,was debating between a  and a  star review the one challenge with the hub is that phillips has added functionality that only works with their hub basic functionality works with this unit but now i need two apps to set everything how i want it instead of one which has caused some user issues its woken up a couple times without the trigger word which i find highly unsettling we have minor issues with it not always picking up what we say correctly but its usually just one or two repeats if that happensthe speaker is great quality and easily covers the kitchenliving room the sleek design is not obtrusive my girlfriend has had fun interacting with it and weve had entertaining conversations with it,0.962,Positive,1
5,3-Jul-18,Black  Plus,WORKS GREAT,1,works great,0.6249,Positive,1
5,2-Jul-18,Black  Plus,Very happy,1,very happy,0.6115,Positive,1
5,2-Jul-18,Black  Plus,Love this device,1,love this device,0.6369,Positive,1
5,2-Jul-18,Black  Plus,I really like this item. I already had the echo dot but with this purchase the Philips Hue bulb came with the plus. Just purchasing the plus I have not had time to use it to its full capabilities but the bulb is something else. I use that with the echo dot to turn on our bedroom light and I really like it. The plus is in our great room/kitchen area. So far I give this a 5 star.,1,i really like this item i already had the echo dot but with this purchase the philips hue bulb came with the plus just purchasing the plus i have not had time to use it to its full capabilities but the bulb is something else i use that with the echo dot to turn on our bedroom light and i really like it the plus is in our great roomkitchen area so far i give this a  star,0.9049,Positive,1
5,2-Jul-18,Black  Plus,Love it!!! Convenient. Responsive. Learns voices within the household. Best assistant so far!,1,love it convenient responsive learns voices within the household best assistant so far,0.8979,Positive,1
5,2-Jul-18,White  Plus,"I am the Training Coordinator at my company and I have used the Amazon Blueprints skill with an Echo device and Echo Buttons to create my own Gameshow/Quiz for new hire orientation training. I'm always looking for new ways to engage trainees in order to make learning more enjoyable. I believe that if someone enjoys the process of learning then they're much more likely to remember the information. So far, this has been a huge success with my classes and I look forward to Amazon improving and building out the Blueprints skill further!",1,i am the training coordinator at my company and i have used the amazon blueprints skill with an echo device and echo buttons to create my own gameshowquiz for new hire orientation training im always looking for new ways to engage trainees in order to make learning more enjoyable i believe that if someone enjoys the process of learning then theyre much more likely to remember the information so far this has been a huge success with my classes and i look forward to amazon improving and building out the blueprints skill further,0.9647,Positive,1
4,1-Jul-18,Black  Plus,"This is a great tool (toy?), room-filling music, very convenient to use, just fun to have. Why only 4 stars? Supposed to work with Logitech Harmony remote: nope. Supposed to work with Denon AV receivers: nope. This may not be Amazon't fault, but advertised skills should actually work. We also have the Echo Show, and the Ring skill works correctly with that device when we want to see who is at the front door.",1,this is a great tool toy roomfilling music very convenient to use just fun to have why only  stars supposed to work with logitech harmony remote nope supposed to work with denon av receivers nope this may not be amazont fault but advertised skills should actually work we also have the echo show and the ring skill works correctly with that device when we want to see who is at the front door,0.767,Positive,1
5,30-Jun-18,Black  Plus,amazing product with amazing sound!,1,amazing product with amazing sound,0.8225,Positive,1
5,30-Jun-18,Black  Plus,"I love the Echo Plus mainly because I don't have to worry about putting a CD, in to play. I just command a song and it plays. However; I was disappointed to learn later that it needed to stay plugged in unlike the Echo. After consulting with Amazon and learning that I can purchase a portable Echo charging station I'm good.Sincerely,",1,i love the echo plus mainly because i dont have to worry about putting a cd in to play i just command a song and it plays however i was disappointed to learn later that it needed to stay plugged in unlike the echo after consulting with amazon and learning that i can purchase a portable echo charging station im goodsincerely,0.8227,Positive,1
5,30-Jun-18,Black  Plus,We love this.,1,we love this,0.6369,Positive,1
2,29-Jun-18,Black  Plus,"As an echo its great, Good sound quality and functionality. As a smart home hub, it sucks. No automation, no geo-fencing, no music syncing for hue, no z-wave. All it does is turn things on with your voice. Ended up buying a smartthing hub and transferring everything over.",0,as an echo its great good sound quality and functionality as a smart home hub it sucks no automation no geofencing no music syncing for hue no zwave all it does is turn things on with your voice ended up buying a smartthing hub and transferring everything over,0.7633,Positive,1
5,29-Jun-18,Black  Plus,We have a great time using this as a family. Even my toddler can talk to her . There are a few features I wish it would learn to do  but overall we love it and glad we brought it over the Google home !,1,we have a great time using this as a family even my toddler can talk to her  there are a few features i wish it would learn to do  but overall we love it and glad we brought it over the google home ,0.9349,Positive,1
5,29-Jun-18,Black  Plus,great,1,great,0.6249,Positive,1
1,29-Jun-18,Black  Plus,"Got this a few months ago with the idea that it will help control my smart bulbs and be useful with answering questions and getting daily weather updates.It’s far from being useful.Half the time when you “wake” the device to ask a question or initiate a command, it doesn’t hear what you say and turns off. Basically ignoring you. Often she is unable to answer basic questions.It’s been so frustrating. Alexa has been more work rather than making my life easier.I would return it but I’m past the return period...... zzzz",0,got this a few months ago with the idea that it will help control my smart bulbs and be useful with answering questions and getting daily weather updatesits far from being usefulhalf the time when you wake the device to ask a question or initiate a command it doesnt hear what you say and turns off basically ignoring you often she is unable to answer basic questionsits been so frustrating alexa has been more work rather than making my life easieri would return it but im past the return period zzzz,0.1102,Positive,1
4,28-Jun-18,Black  Plus,It is very convenient but wish i could request more music.,1,it is very convenient but wish i could request more music,0.6054,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Ideal when you have Amazon Prime.. My very first Fire TV Stick... I should have purchased one a long time ago.... I wish I bought 2 or 3 on Amazon Prime Day..... And not to forget the fantastic Alexa features..,1,ideal when you have amazon prime my very first fire tv stick i should have purchased one a long time ago i wish i bought  or  on amazon prime day and not to forget the fantastic alexa features,0.8775,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,We love it! Finally got one for everyone in the home. Most importantly we’re saving money that would have otherwise gone to cable.,1,we love it finally got one for everyone in the home most importantly were saving money that would have otherwise gone to cable,0.7778,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,I LOVE my Firestick.,1,i love my firestick,0.6369,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,I don't know why I held out on getting this for so long.,1,i dont know why i held out on getting this for so long,0.0,Neutral,2
4,31-Jul-18,Configuration: Fire TV Stick, ,1, ,0.0,Neutral,2
5,31-Jul-18,Configuration: Fire TV Stick,Cord cutting,1,cord cutting,-0.128,Negative,0
5,31-Jul-18,Configuration: Fire TV Stick,Works great. Bought as a gift for my boyfriend. Easy & fun to use.,1,works great bought as a gift for my boyfriend easy  fun to use,0.9217,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick, ,1, ,0.0,Neutral,2
5,31-Jul-18,Configuration: Fire TV Stick,It works great,1,it works great,0.6249,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Using it to stream Amazon Prime and Netflix.,1,using it to stream amazon prime and netflix,0.1779,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,I put it on a TV that didn’t have a great picture and it now looks like a new TV,1,i put it on a tv that didnt have a great picture and it now looks like a new tv,-0.2008,Negative,0
4,31-Jul-18,Configuration: Fire TV Stick,Works as expected,1,works as expected,0.0,Neutral,2
2,31-Jul-18,Configuration: Fire TV Stick,It is much more difficult to use than the Chromecast.,0,it is much more difficult to use than the chromecast,-0.4201,Negative,0
2,31-Jul-18,Configuration: Fire TV Stick,Fast to load. But keeps rebooting  in middle of shows,0,fast to load but keeps rebooting  in middle of shows,0.0,Neutral,2
5,31-Jul-18,Configuration: Fire TV Stick,Great!!,1,great,0.6249,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Works great and it's so easy to use that my 4 year old can navigate it.,1,works great and its so easy to use that my  year old can navigate it,0.8334,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.,1,i live this item  i bought several for each room in the house and as a gift for my mom  i also use mine to travel with,0.4404,Positive,1
4,31-Jul-18,Configuration: Fire TV Stick,I love how I can just push the microphone button on the remote and ask it to open any show and it'll find whether it's on Hulu or Netflix and sign me in and start the show... Pretty amazing but each new technology sure is making me lazy or lol :-),1,i love how i can just push the microphone button on the remote and ask it to open any show and itll find whether its on hulu or netflix and sign me in and start the show pretty amazing but each new technology sure is making me lazy or lol ,0.8591,Positive,1
4,31-Jul-18,Configuration: Fire TV Stick,A great product.  I would buy another.,1,a great product  i would buy another,0.6249,Positive,1
4,31-Jul-18,Configuration: Fire TV Stick,The power cord attachment tends to come loose from the outlet. The adapter may be too long and heavy. Not a big problem but annoying. When the unit is plugged in it works great.,1,the power cord attachment tends to come loose from the outlet the adapter may be too long and heavy not a big problem but annoying when the unit is plugged in it works great,0.5689,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Loved it!! Wish I would have bought one sooner.,1,loved it wish i would have bought one sooner,0.765,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Able to watch all of the shows I love and more.,1,able to watch all of the shows i love and more,0.6369,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Totally clear picture with numerous channels available. Used for my kitchen tv,1,totally clear picture with numerous channels available used for my kitchen tv,0.4391,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Very easy to use.,1,very easy to use,0.4927,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Easy to use,1,easy to use,0.4404,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Love the fire stick. I can download watch great movies. Instead of searching I use Alexa voice.  Prime doesn't offer very many newer movies is the only negative.I also wished there was a way you could set it up to post newest movies first.,1,love the fire stick i can download watch great movies instead of searching i use alexa voice  prime doesnt offer very many newer movies is the only negativei also wished there was a way you could set it up to post newest movies first,0.7845,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Very easy to install. Voice control is great.,1,very easy to install voice control is great,0.807,Positive,1
4,31-Jul-18,Configuration: Fire TV Stick,Love it!,1,love it,0.6369,Positive,1
3,31-Jul-18,Configuration: Fire TV Stick,Great buy at $20!,1,great buy at ,0.6249,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,"I am guilty of not setting this up, I had my youngest daughter do it. She did not seem to have much trouble figuring it out. So I would have to assume it was not very difficult. I have not tried to use it  yet but my oldest seems to like it so she ordered one for herself.",1,i am guilty of not setting this up i had my youngest daughter do it she did not seem to have much trouble figuring it out so i would have to assume it was not very difficult i have not tried to use it  yet but my oldest seems to like it so she ordered one for herself,0.2877,Positive,1
4,31-Jul-18,Configuration: Fire TV Stick,One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,1,one problem you need to buy an app from amazon to mirroring your iphone  app price   other than that the device is perfect,0.4019,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick, ,1, ,0.0,Neutral,2
5,31-Jul-18,Configuration: Fire TV Stick,Streaming is easy.  I love it because I can watch Netflix in my bedroom on my TV and not my Ipad,1,streaming is easy  i love it because i can watch netflix in my bedroom on my tv and not my ipad,0.7964,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Absolutely love it,1,absolutely love it,0.6697,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Great product we listen to music all the time,1,great product we listen to music all the time,0.6249,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,Ummm... TV like everyone else.,1,ummm tv like everyone else,0.3612,Positive,1
5,31-Jul-18,Configuration: Fire TV Stick,We love the Fire TV Stick and will love it even more when we sever our cable connection when our service agreement expires.,1,we love the fire tv stick and will love it even more when we sever our cable connection when our service agreement expires,0.8807,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Love the TV/movie selection. I really like the fact that I can just rent a movie if they don't have it in their selection.,1,love the tvmovie selection i really like the fact that i can just rent a movie if they dont have it in their selection,0.7902,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,So far no major issues,1,so far no major issues,-0.3566,Negative,0
5,30-Jul-18,Configuration: Fire TV Stick,I love it! Super easy to use. Hole the button and speak....takes you right to it without delay :-),1,i love it super easy to use hole the button and speaktakes you right to it without delay ,0.9179,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Love it...so happy to have everything available through this,1,love itso happy to have everything available through this,0.836,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick, ,1, ,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Best streaming device I've used in 5 years just wish the remote had a headphone jack like the Roku remote does.,1,best streaming device ive used in  years just wish the remote had a headphone jack like the roku remote does,0.8555,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Exceeded my expectations,1,exceeded my expectations,0.0,Neutral,2
4,30-Jul-18,Configuration: Fire TV Stick,New device so still learning about it but works great for us when navigating Hulu.,1,new device so still learning about it but works great for us when navigating hulu,0.7684,Positive,1
3,30-Jul-18,Configuration: Fire TV Stick,Its ok... my home screen on my fire stick is not working on my television. So by that not working...Alexa will not respond to any questions or commands....I'm going to reach out to Amazon this weekend.,1,its ok my home screen on my fire stick is not working on my television so by that not workingalexa will not respond to any questions or commandsim going to reach out to amazon this weekend,0.1531,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,So awesome to bring my older tv to life,1,so awesome to bring my older tv to life,0.659,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"This makes a big difference in searching for programs, so much easier then the older fire stick, faster to.",1,this makes a big difference in searching for programs so much easier then the older fire stick faster to,0.1725,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Great and easy to use,1,great and easy to use,0.7906,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"I used to use my laptop for anything show watching, including Netflix, but I am glad I bought this. This is super easy to set up and has everything you need with quick and easy access. Definitely worth the buy.",1,i used to use my laptop for anything show watching including netflix but i am glad i bought this this is super easy to set up and has everything you need with quick and easy access definitely worth the buy,0.9749,Positive,1
2,30-Jul-18,Configuration: Fire TV Stick,I just think that it's to darn confusing. And there are parts that i would try and just wouldn't work. I just don't like it. Not what i thought it would be.,0,i just think that its to darn confusing and there are parts that i would try and just wouldnt work i just dont like it not what i thought it would be,-0.4606,Negative,0
5,30-Jul-18,Configuration: Fire TV Stick,"Easy to set up and use,",1,easy to set up and use,0.4404,Positive,1
1,30-Jul-18,Configuration: Fire TV Stick,I will never buy anything Amazon makes again!This fire stick is not even a year old and it does nothing but restart and freeze up constantly. No warranty from Amazon in this should have been my first clue that it was a horrible device. I will never buy anything built by Amazon again.,0,i will never buy anything amazon makes againthis fire stick is not even a year old and it does nothing but restart and freeze up constantly no warranty from amazon in this should have been my first clue that it was a horrible device i will never buy anything built by amazon again,-0.7277,Negative,0
5,30-Jul-18,Configuration: Fire TV Stick,Great buy. Recommend getting Kodi with some movie addons,1,great buy recommend getting kodi with some movie addons,0.765,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,The firestick is easy to use and was super easy to set up.  I like the platform and feel it is better than I expected.  I was worried about it lagging but it has not at all.  I’m hoping to utilize the firestick to eventually break away from cable and now I’m more confident that it can happen.,1,the firestick is easy to use and was super easy to set up  i like the platform and feel it is better than i expected  i was worried about it lagging but it has not at all  im hoping to utilize the firestick to eventually break away from cable and now im more confident that it can happen,0.9365,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Works much easier than our 3 year old one. Better internet resemption,1,works much easier than our  year old one better internet resemption,0.6908,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Works amazing! I love how you can download almost anything. Some apps I couldn’t download on my Apple TV but I was able too on here!!!,1,works amazing i love how you can download almost anything some apps i couldnt download on my apple tv but i was able too on here,0.6124,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"The Fire TV Stick was easy to set up and use. Only downfall is, subscriptions are needed to view premium content.",1,the fire tv stick was easy to set up and use only downfall is subscriptions are needed to view premium content,0.128,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Prime video,1,prime video,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Love it! It's everything I wanted and more,1,love it its everything i wanted and more,0.6369,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"I like the way you can watch anything and everything , for some live shows you need a cable provider",1,i like the way you can watch anything and everything  for some live shows you need a cable provider,0.3612,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,Es  excelente funciona genial,1,es  excelente funciona genial,0.4215,Positive,1
2,30-Jul-18,Configuration: Fire TV Stick,Was loving it but starting in June Hulu stopped working and crunchyroll doesn’t work either. Probably will switch to something else soon.,0,was loving it but starting in june hulu stopped working and crunchyroll doesnt work either probably will switch to something else soon,0.0258,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,Puts the pep back in my old TV.  All of the software was expired and I enjoy NETFLIX and Amazon Prime Video.  Now I have all of my favorite Video on the TV again......,1,puts the pep back in my old tv  all of the software was expired and i enjoy netflix and amazon prime video  now i have all of my favorite video on the tv again,0.7845,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,Haven't used it enough,1,havent used it enough,0.0,Neutral,2
5,30-Jul-18,Configuration: Fire TV Stick,The Fire Stick has been amazing! Easy  setup and easy to use! An awesome deal on Prime Day!,1,the fire stick has been amazing easy  setup and easy to use an awesome deal on prime day,0.9062,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Love the fire stick and the amazon customer service!!!,1,love the fire stick and the amazon customer service,0.5423,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Easy to use and setup.,1,easy to use and setup,0.4404,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Great streaming device,1,great streaming device,0.6249,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,"Works as expected, very easy to setup and use",1,works as expected very easy to setup and use,0.4927,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Awesome product!,1,awesome product,0.6249,Positive,1
4,30-Jul-18,Configuration: Fire TV Stick,"The selection is wonderful and the ease of use on the home page is nice. I wish, however, it didn't keep overcoming my settings for my other devices attached to my TV.  I have to keep switching back after any switches in programming, including my stereo.",1,the selection is wonderful and the ease of use on the home page is nice i wish however it didnt keep overcoming my settings for my other devices attached to my tv  i have to keep switching back after any switches in programming including my stereo,0.8934,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Bought the 2nd firestick for bedroom. Easily installed and set up. Works great,1,bought the nd firestick for bedroom easily installed and set up works great,0.7579,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,Great interface.  i enjoy the voice remote,1,great interface  i enjoy the voice remote,0.8074,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I liked it was linked to prime,1,i liked it was linked to prime,0.4215,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,It good,1,it good,0.4404,Positive,1
5,30-Jul-18,Configuration: Fire TV Stick,I love it,1,i love it,0.6369,Positive,1
